id,price,minimum_nights,maximum_nights,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
13142,200.0,1,60,strict_14_with_grace_period,0,0
13143,59.0,2,30,flexible,0,0
13144,90.0,3,1125,flexible,0,0
13145,25.0,1,1125,moderate,0,0
13146,200.0,1,60,strict_14_with_grace_period,0,0
13147,49.0,1,30,moderate,0,0
13148,55.0,6,1125,strict_14_with_grace_period,0,0
13149,40.0,2,15,flexible,0,0
13150,32.0,1,1125,flexible,0,0
13151,55.0,5,30,flexible,0,0
13152,22.0,7,1125,flexible,0,0
13153,60.0,4,30,flexible,0,0
13154,40.0,1,1125,strict_14_with_grace_period,0,0
13155,120.0,1,1125,flexible,0,0
13156,57.0,3,90,strict_14_with_grace_period,0,0
13157,200.0,1,60,strict_14_with_grace_period,0,0
13158,200.0,1,60,strict_14_with_grace_period,0,0
13159,200.0,1,60,strict_14_with_grace_period,0,0
13160,200.0,1,60,strict_14_with_grace_period,0,0
13161,200.0,1,60,strict_14_with_grace_period,0,0
13162,200.0,1,60,strict_14_with_grace_period,0,0
13163,200.0,1,60,strict_14_with_grace_period,0,0
13164,200.0,1,60,strict_14_with_grace_period,0,0
13165,200.0,1,60,strict_14_with_grace_period,0,0
13166,200.0,1,60,strict_14_with_grace_period,0,0
13167,48.0,2,1125,moderate,0,0
13168,73.0,2,1125,moderate,0,0
13169,40.0,1,2,flexible,0,0
13170,140.0,2,1125,strict_14_with_grace_period,0,0
13171,90.0,7,60,strict_14_with_grace_period,0,0
13172,200.0,1,60,strict_14_with_grace_period,0,0
13173,80.0,3,31,moderate,0,0
13174,60.0,15,90,flexible,0,0
13175,68.0,2,7,flexible,0,0
13177,90.0,3,1125,strict_14_with_grace_period,0,0
13178,55.0,1,7,flexible,0,0
13179,49.0,1,1125,flexible,0,0
13180,20.0,2,6,moderate,0,0
13181,15.0,3,1125,strict_14_with_grace_period,0,0
13182,33.0,28,1125,flexible,0,0
13183,15.0,3,1125,strict_14_with_grace_period,0,0
13184,17.0,3,1125,strict_14_with_grace_period,0,0
13185,15.0,3,1125,strict_14_with_grace_period,0,0
13186,15.0,3,1125,strict_14_with_grace_period,0,0
13187,15.0,3,1125,strict_14_with_grace_period,0,0
13188,15.0,3,1125,strict_14_with_grace_period,0,0
13189,15.0,3,1125,strict_14_with_grace_period,0,0
13190,17.0,1,1125,flexible,0,0
13191,30.0,2,31,strict_14_with_grace_period,0,0
13192,45.0,2,90,moderate,0,0
13193,26.0,1,19,flexible,0,0
13194,95.0,3,1000,moderate,0,0
13195,95.0,3,1000,moderate,0,0
13196,190.0,3,1000,moderate,0,0
13197,160.0,2,1125,flexible,0,0
13198,14.0,1,120,strict_14_with_grace_period,0,0
13199,135.0,3,1124,moderate,0,0
13200,35.0,2,1125,moderate,0,0
13201,105.0,3,1125,strict_14_with_grace_period,0,0
13202,55.0,1,1125,strict_14_with_grace_period,0,0
13203,60.0,1,1125,flexible,0,0
13204,40.0,1,1125,flexible,0,0
13205,70.0,1,1125,moderate,0,0
13206,50.0,3,1125,strict_14_with_grace_period,0,0
13207,13.0,1,10,moderate,0,0
13208,16.0,90,180,flexible,0,0
13209,65.0,2,1125,flexible,0,0
13210,95.0,5,1125,moderate,0,0
13211,19.0,1,4,flexible,0,0
13212,27.0,30,360,strict_14_with_grace_period,0,0
13213,23.0,3,1125,flexible,0,0
13214,75.0,5,1125,moderate,0,0
13215,60.0,1,1125,flexible,0,0
13216,40.0,1,30,moderate,0,0
13217,33.0,2,1125,flexible,0,0
13218,150.0,2,1125,moderate,0,0
13219,170.0,4,1125,moderate,0,0
13220,40.0,1,1125,moderate,0,0
13221,40.0,1,1125,moderate,0,0
13222,110.0,2,1125,moderate,0,0
13223,220.0,2,30,strict_14_with_grace_period,0,0
13224,410.0,2,1125,flexible,0,0
13225,45.0,1,4,flexible,0,0
13226,25.0,30,360,strict_14_with_grace_period,0,0
13227,110.0,2,1125,moderate,0,0
13228,150.0,1,3,flexible,0,0
13229,90.0,3,7,moderate,0,0
13230,100.0,6,91,moderate,0,0
13231,50.0,2,1125,strict_14_with_grace_period,0,0
13232,50.0,2,1125,moderate,0,0
13233,12.0,2,30,flexible,0,0
13234,105.0,2,1125,strict_14_with_grace_period,0,0
13235,38.0,2,7,moderate,0,0
13236,999.0,1,1125,flexible,0,0
13237,65.0,2,999,flexible,0,0
13238,16.0,1,15,strict_14_with_grace_period,0,0
13239,27.0,2,1125,moderate,0,0
13240,10.0,2,1124,strict_14_with_grace_period,0,0
13241,500.0,1,1125,flexible,0,0
13242,50.0,1,1125,flexible,0,0
13243,80.0,1,37,flexible,0,0
13244,124.0,1,37,flexible,0,0
13245,80.0,1,37,flexible,0,0
13246,100.0,2,1125,flexible,0,0
13247,120.0,2,1125,strict_14_with_grace_period,0,0
13248,65.0,2,90,strict_14_with_grace_period,0,0
13249,150.0,20,1125,flexible,0,0
13250,133.0,30,1125,strict_14_with_grace_period,0,0
13251,150.0,1,1125,strict_14_with_grace_period,0,0
13252,300.0,1,1125,strict_14_with_grace_period,0,0
13253,350.0,1,1125,strict_14_with_grace_period,0,0
13254,350.0,1,1125,strict_14_with_grace_period,0,0
13255,400.0,1,1125,strict_14_with_grace_period,0,0
13256,250.0,1,1125,strict_14_with_grace_period,0,0
13257,79.0,2,1125,moderate,0,0
13258,174.0,1,1125,moderate,0,0
13259,104.0,1,1125,strict_14_with_grace_period,0,0
13260,20.0,1,15,strict_14_with_grace_period,0,0
13261,47.0,3,1125,moderate,0,0
13262,100.0,6,1125,flexible,0,0
13263,49.0,1,1125,moderate,0,0
13264,49.0,1,1125,moderate,0,0
13265,49.0,1,1125,moderate,0,0
13266,49.0,1,1125,moderate,0,0
13267,59.0,1,1125,moderate,0,0
13268,22.0,21,60,strict_14_with_grace_period,0,0
13269,20.0,1,1125,flexible,0,0
13270,79.0,1,1125,flexible,0,0
13271,49.0,1,1125,flexible,0,0
13272,49.0,1,1125,flexible,0,0
13273,300.0,1,1125,flexible,0,0
13274,45.0,4,1125,flexible,0,0
13275,159.0,3,1125,strict_14_with_grace_period,0,0
13276,49.0,1,1125,flexible,0,0
13277,49.0,1,1125,flexible,0,0
13278,35.0,2,8,strict_14_with_grace_period,0,0
13279,49.0,1,1125,moderate,0,0
13280,49.0,1,1125,moderate,0,0
13281,49.0,1,1125,moderate,0,0
13282,49.0,1,1125,moderate,0,0
13283,49.0,1,1125,moderate,0,0
13284,49.0,1,1125,moderate,0,0
13285,49.0,1,1125,moderate,0,0
13286,49.0,1,1125,moderate,0,0
13287,49.0,1,1125,moderate,0,0
13288,49.0,1,1125,moderate,0,0
13289,49.0,1,1125,moderate,0,0
13290,49.0,1,1125,moderate,0,0
13291,49.0,1,1125,moderate,0,0
13292,49.0,1,1125,moderate,0,0
13293,32.0,1,8,flexible,0,0
13294,177.0,3,1125,flexible,0,0
13295,27.0,3,7,flexible,0,0
13296,45.0,1,1125,moderate,0,0
13297,125.0,3,1000,moderate,0,0
13298,108.0,1,1125,flexible,0,0
13299,65.0,2,90,strict_14_with_grace_period,0,0
13300,62.0,3,1125,strict_14_with_grace_period,0,0
13301,85.0,3,31,moderate,0,0
13302,70.0,2,60,strict_14_with_grace_period,0,0
13303,250.0,3,1125,strict_14_with_grace_period,0,0
13304,332.0,1,1125,strict_14_with_grace_period,0,0
13305,283.0,1,1125,strict_14_with_grace_period,0,0
13306,299.0,1,1125,strict_14_with_grace_period,0,0
13307,303.0,1,1125,strict_14_with_grace_period,0,0
13308,105.0,3,1125,strict_14_with_grace_period,0,0
13309,79.0,2,1125,flexible,0,0
13310,59.0,15,1125,moderate,0,0
13311,45.0,1,1125,flexible,0,0
13312,60.0,2,1125,moderate,0,0
13313,65.0,3,1125,moderate,0,0
13314,65.0,3,1000,moderate,0,0
13315,59.0,3,1000,moderate,0,0
13316,89.0,2,1125,moderate,0,0
13317,80.0,3,1000,moderate,0,0
13318,65.0,2,30,moderate,0,0
13319,22.0,120,1125,moderate,0,0
13320,45.0,2,1125,moderate,0,0
13321,999.0,1,1125,flexible,0,0
13322,999.0,1,1125,flexible,0,0
13323,1000.0,1,1125,strict_14_with_grace_period,0,0
13324,23.0,120,1125,flexible,0,0
13325,90.0,4,60,flexible,0,0
13326,25.0,2,6,flexible,0,0
13327,30.0,2,1125,strict_14_with_grace_period,0,0
13328,60.0,2,1125,moderate,0,0
13329,59.0,6,1125,flexible,0,0
13330,60.0,1,4,flexible,0,0
13331,120.0,1,1125,flexible,0,0
13332,28.0,1,1125,flexible,0,0
13333,35.0,5,31,flexible,0,0
13334,50.0,2,10,moderate,0,0
13335,106.0,1,1125,moderate,0,0
13336,260.0,7,1125,strict_14_with_grace_period,0,0
13337,120.0,10,1125,strict_14_with_grace_period,0,0
13338,108.0,1,1125,flexible,0,0
13339,120.0,2,1000,moderate,0,0
13340,25.0,3,1125,moderate,0,0
13341,15.0,30,1125,flexible,0,0
13342,82.0,1,30,moderate,0,0
13343,68.0,2,1125,strict_14_with_grace_period,0,0
13344,59.0,1,1125,moderate,0,0
13345,23.0,1,15,moderate,0,0
13346,195.0,2,1125,strict_14_with_grace_period,0,0
13347,40.0,1,1125,flexible,0,0
13348,20.0,1,1125,moderate,0,0
13349,20.0,1,1125,moderate,0,0
13350,35.0,1,1125,strict_14_with_grace_period,0,0
13351,35.0,1,1125,strict_14_with_grace_period,0,0
13352,90.0,3,1125,moderate,0,0
13353,100.0,3,1125,moderate,0,0
13354,39.0,2,1125,moderate,0,0
13355,17.0,1,15,moderate,0,0
13356,50.0,2,1125,moderate,0,0
13357,35.0,1,1125,moderate,0,0
13358,89.0,2,1125,flexible,0,0
13359,108.0,2,31,flexible,0,0
13360,102.0,1,1125,flexible,0,0
13361,45.0,1,3,flexible,0,0
13362,63.0,2,30,moderate,0,0
13364,50.0,1,60,flexible,0,0
13365,80.0,5,1125,flexible,0,0
13366,69.0,1,30,strict_14_with_grace_period,0,0
13367,38.0,3,1125,moderate,0,0
13368,11.0,60,180,flexible,0,0
13369,80.0,1,1125,flexible,0,0
13370,67.0,2,20,strict_14_with_grace_period,0,0
13371,90.0,1,1125,moderate,0,0
13372,70.0,1,1125,moderate,0,0
13373,40.0,1,1125,flexible,0,0
13374,108.0,1,1125,flexible,0,0
13375,195.0,2,1125,moderate,0,0
13376,1999.0,1,31,flexible,0,0
13377,60.0,3,1125,moderate,0,0
13378,50.0,3,1125,moderate,0,0
13379,20.0,2,1125,strict_14_with_grace_period,0,0
13380,20.0,1,15,flexible,0,0
13381,50.0,1,1111,flexible,0,0
13382,23.0,2,30,flexible,0,0
13383,55.0,1,6,strict_14_with_grace_period,0,0
13384,35.0,2,15,strict_14_with_grace_period,0,0
13385,69.0,1,10,moderate,0,0
13386,31.0,2,1125,strict_14_with_grace_period,0,0
13387,108.0,1,1125,flexible,0,0
13388,20.0,1,3,flexible,0,0
13389,77.0,2,1125,strict_14_with_grace_period,0,0
13390,49.0,2,1125,moderate,0,0
13391,113.0,1,1125,strict_14_with_grace_period,0,0
13392,60.0,3,1125,strict_14_with_grace_period,0,0
13393,91.0,1,1125,strict_14_with_grace_period,0,0
13394,169.0,1,365,strict_14_with_grace_period,0,0
13395,120.0,2,1125,moderate,0,0
13396,77.0,30,1125,strict_14_with_grace_period,0,0
13397,60.0,3,1125,moderate,0,0
13398,400.0,2,1125,moderate,0,0
13399,780.0,1,1124,moderate,0,0
13400,36.0,1,1125,moderate,0,0
13401,55.0,1,1,flexible,0,0
13402,20.0,7,1125,flexible,0,0
13403,100.0,3,20,moderate,0,0
13404,75.0,3,1125,flexible,0,0
13405,72.0,1,30,moderate,0,0
13406,25.0,2,1125,strict_14_with_grace_period,0,0
13407,60.0,2,30,moderate,0,0
13408,100.0,3,1125,moderate,0,0
13409,159.0,1,1125,strict_14_with_grace_period,0,0
13410,36.0,1,1125,flexible,0,0
13411,40.0,2,1125,flexible,0,0
13412,85.0,7,1125,flexible,0,0
13413,35.0,1,1125,strict_14_with_grace_period,0,0
13414,300.0,1,10,strict_14_with_grace_period,0,0
13415,35.0,1,1125,strict_14_with_grace_period,0,0
13416,300.0,1,10,strict_14_with_grace_period,0,0
13417,35.0,1,1125,strict_14_with_grace_period,0,0
13418,98.0,1,1125,moderate,0,0
13419,40.0,3,1125,flexible,0,0
13420,75.0,2,1125,strict_14_with_grace_period,0,0
13421,100.0,3,1125,flexible,0,0
13422,150.0,2,999,flexible,0,0
13423,75.0,2,1125,flexible,0,0
13424,99.0,1,1125,moderate,0,0
13425,109.0,2,1125,flexible,0,0
13426,22.0,5,1125,strict_14_with_grace_period,0,0
13427,50.0,1,15,moderate,0,0
13428,42.0,2,12,moderate,0,0
13429,30.0,3,60,moderate,0,0
13430,22.0,2,31,strict_14_with_grace_period,0,0
13431,48.0,3,20,moderate,0,0
13432,40.0,2,365,moderate,0,0
13433,1169.0,1,365,moderate,0,0
13434,35.0,1,1125,moderate,0,0
13435,100.0,3,1125,flexible,0,0
13436,18.0,1,7,strict_14_with_grace_period,0,0
13437,109.0,3,1125,strict_14_with_grace_period,0,0
13438,24.0,1,1125,flexible,0,0
13439,90.0,2,2,flexible,0,0
13440,173.0,1,1125,moderate,0,0
13441,18.0,2,4,flexible,0,0
13442,100.0,2,31,moderate,0,0
13443,140.0,3,1000,moderate,0,0
13444,50.0,30,1125,strict_14_with_grace_period,0,0
13445,39.0,1,1125,strict_14_with_grace_period,0,0
13446,39.0,1,1125,strict_14_with_grace_period,0,0
13447,39.0,1,1125,strict_14_with_grace_period,0,0
13448,39.0,1,1125,strict_14_with_grace_period,0,0
13449,28.0,1,1125,flexible,0,0
13450,50.0,3,1125,flexible,0,0
13451,130.0,1,1125,moderate,1,1
13452,74.0,2,1125,strict_14_with_grace_period,0,0
13453,30.0,2,30,strict_14_with_grace_period,0,0
13454,249.0,3,1125,flexible,0,0
13455,55.0,2,1125,moderate,0,0
13456,78.0,2,999,flexible,0,0
13457,52.0,3,21,strict_14_with_grace_period,0,0
13458,175.0,2,7,strict_14_with_grace_period,0,0
13459,100.0,3,1125,moderate,0,0
13460,35.0,1,1125,strict_14_with_grace_period,0,0
13461,35.0,1,1125,strict_14_with_grace_period,0,0
13462,30.0,2,1125,flexible,0,0
13463,160.0,1,1125,flexible,0,0
13464,120.0,29,1125,strict_14_with_grace_period,0,0
13465,130.0,2,1125,strict_14_with_grace_period,0,0
13466,55.0,2,1125,moderate,0,0
13467,40.0,2,1125,strict_14_with_grace_period,0,0
13468,21.0,5,1125,strict_14_with_grace_period,0,0
13469,60.0,2,90,flexible,0,0
13470,90.0,3,1125,moderate,0,0
13471,85.0,1,27,strict_14_with_grace_period,0,0
13472,130.0,1,27,strict_14_with_grace_period,0,0
13473,52.0,1,1125,moderate,0,0
13474,22.0,1,7,strict_14_with_grace_period,0,0
13475,110.0,1,1125,flexible,0,0
13476,50.0,2,30,moderate,0,0
13477,30.0,1,15,flexible,0,0
13478,58.0,3,1125,strict_14_with_grace_period,0,0
13479,60.0,7,22,flexible,0,0
13480,790.0,2,7,moderate,0,0
13481,50.0,3,1125,flexible,0,0
13482,52.0,3,20,strict_14_with_grace_period,0,0
13483,79.0,2,1125,strict_14_with_grace_period,0,0
13484,79.0,2,1125,strict_14_with_grace_period,0,0
13485,22.0,1,6,flexible,0,0
13486,55.0,2,30,strict_14_with_grace_period,0,0
13487,96.0,3,55,moderate,0,0
13488,18.0,1,5,strict_14_with_grace_period,0,0
13489,145.0,2,30,moderate,0,0
13490,15.0,5,30,moderate,0,0
13491,25.0,10,60,strict_14_with_grace_period,0,0
13492,25.0,2,2,flexible,0,0
13493,25.0,1,15,moderate,0,0
13494,36.0,1,1125,moderate,0,0
13495,50.0,1,60,flexible,0,0
13496,33.0,1,1125,flexible,0,0
13497,75.0,3,1125,moderate,0,0
13498,47.0,2,55,strict_14_with_grace_period,0,0
13499,60.0,1,15,flexible,0,0
13500,1999.0,1,31,flexible,0,0
13501,1999.0,1,31,flexible,0,0
13502,1146.0,3,1125,flexible,0,0
13503,60.0,1,15,flexible,0,0
13504,60.0,1,15,flexible,0,0
13505,60.0,1,15,flexible,0,0
13506,55.0,2,30,flexible,0,0
13507,60.0,1,15,flexible,0,0
13508,60.0,1,15,flexible,0,0
13509,60.0,1,15,flexible,0,0
13510,60.0,1,15,flexible,0,0
13511,60.0,1,15,flexible,0,0
13512,60.0,1,15,flexible,0,0
13513,100.0,7,30,strict_14_with_grace_period,0,0
13514,199.0,1,1125,flexible,0,0
13515,60.0,1,60,strict_14_with_grace_period,0,0
13516,50.0,1,90,moderate,0,0
13517,58.0,2,1125,moderate,0,0
13518,49.0,1,1125,strict_14_with_grace_period,0,0
13519,23.0,2,15,moderate,0,0
13520,30.0,2,7,strict_14_with_grace_period,0,0
13521,60.0,3,31,moderate,0,0
13522,70.0,2,14,strict_14_with_grace_period,0,0
13523,70.0,1,1125,strict_14_with_grace_period,0,0
13524,75.0,2,1125,flexible,0,0
13525,70.0,2,1125,moderate,0,0
13526,100.0,4,999,flexible,0,0
13527,80.0,2,1125,moderate,0,0
13528,15.0,1,1125,flexible,0,0
13529,52.0,2,1125,moderate,0,0
13530,42.0,1,10,moderate,0,0
13531,33.0,1,1125,strict_14_with_grace_period,0,0
13532,120.0,3,1125,moderate,0,0
13533,95.0,2,1125,moderate,0,0
13534,350.0,3,1125,flexible,0,0
13535,233.0,1,1125,moderate,0,0
13536,55.0,2,1125,strict_14_with_grace_period,0,0
13537,386.0,3,1125,strict_14_with_grace_period,0,0
13538,49.0,2,1125,moderate,0,0
13539,150.0,2,1125,flexible,0,0
13540,50.0,3,1125,flexible,0,0
13541,80.0,2,1125,flexible,0,0
13542,47.0,1,1125,moderate,0,0
13543,30.0,1,3,flexible,0,0
13544,70.0,2,90,flexible,0,0
13545,39.0,3,1125,flexible,0,0
13546,600.0,2,1125,flexible,0,0
13547,89.0,3,1125,strict_14_with_grace_period,0,0
13548,49.0,3,30,moderate,0,0
13549,500.0,2,1125,strict_14_with_grace_period,0,0
13550,33.0,1,1125,strict_14_with_grace_period,0,0
13551,80.0,2,1125,strict_14_with_grace_period,0,0
13552,55.0,1,1125,flexible,0,0
13553,29.0,1,1125,strict_14_with_grace_period,0,0
13554,66.0,1,1125,strict_14_with_grace_period,0,0
13555,80.0,3,1000,moderate,0,0
13556,26.0,1,6,flexible,0,0
13557,55.0,5,1125,strict_14_with_grace_period,0,0
13558,55.0,5,1125,strict_14_with_grace_period,0,0
13559,50.0,5,1125,strict_14_with_grace_period,0,0
13560,100.0,2,999,flexible,0,0
13561,100.0,1,1125,moderate,0,0
13562,130.0,1,1125,moderate,0,0
13563,160.0,1,1125,moderate,0,0
13564,55.0,180,1125,flexible,0,0
13565,25.0,30,1125,flexible,0,0
13566,1169.0,1,365,moderate,0,0
13567,45.0,1,10,moderate,0,0
13568,33.0,1,1125,strict_14_with_grace_period,0,0
13569,45.0,210,345,flexible,0,0
13570,35.0,2,1125,moderate,0,0
13571,30.0,2,60,moderate,0,0
13572,49.0,1,1125,flexible,0,0
13573,70.0,2,15,strict_14_with_grace_period,0,0
13574,19.0,3,1125,moderate,0,0
13575,35.0,10,30,moderate,0,0
13576,66.0,1,1125,flexible,0,0
13578,25.0,2,1125,strict_14_with_grace_period,0,0
13580,110.0,3,30,moderate,0,0
13581,43.0,1,1125,strict_14_with_grace_period,0,0
13582,100.0,1,15,strict_14_with_grace_period,0,0
13583,81.0,1,30,moderate,0,0
13584,40.0,1,1125,flexible,0,0
13585,33.0,1,1125,strict_14_with_grace_period,0,0
13586,57.0,2,1125,moderate,0,0
13587,75.0,1,1125,strict_14_with_grace_period,0,0
13588,38.0,1,8,flexible,0,0
13590,99.0,2,2,moderate,0,0
13591,30.0,2,1125,strict_14_with_grace_period,0,0
13592,90.0,2,1125,flexible,0,0
13593,45.0,5,1125,strict_14_with_grace_period,0,0
13594,25.0,30,1125,flexible,0,0
13595,330.0,2,30,flexible,0,0
13596,49.0,2,1125,flexible,0,0
13597,40.0,1,1125,flexible,0,0
13598,55.0,2,1125,flexible,0,0
13599,100.0,14,1125,strict_14_with_grace_period,0,0
13600,27.0,1,1125,flexible,0,0
13601,65.0,1,1125,flexible,0,0
13602,26.0,3,1125,strict_14_with_grace_period,0,0
13603,99.0,2,90,moderate,0,0
13604,110.0,3,40,flexible,0,0
13605,40.0,4,20,flexible,0,0
13606,83.0,3,1125,strict_14_with_grace_period,0,0
13607,40.0,1,10,flexible,0,0
13608,20.0,30,1125,flexible,0,0
13609,130.0,2,1125,moderate,0,0
13610,110.0,2,200,flexible,0,0
13611,65.0,2,1125,moderate,0,0
13612,260.0,5,90,strict_14_with_grace_period,0,0
13613,100.0,2,1125,moderate,0,0
13614,300.0,1,180,strict_14_with_grace_period,0,0
13615,33.0,2,1125,moderate,0,0
13616,68.0,1,1125,moderate,0,0
13617,50.0,1,1125,strict_14_with_grace_period,0,0
13618,18.0,15,21,flexible,0,0
13619,74.0,1,1125,strict_14_with_grace_period,0,0
13620,80.0,2,1125,moderate,0,0
13621,55.0,1,1125,moderate,0,0
13622,22.0,1,6,flexible,0,0
13623,56.0,2,1125,strict_14_with_grace_period,0,0
13624,65.0,18,450,moderate,0,0
13625,150.0,6,1125,moderate,0,0
13626,22.0,1,5,flexible,0,0
13627,183.0,7,1125,strict_14_with_grace_period,0,0
13628,65.0,2,1125,strict_14_with_grace_period,0,0
13629,86.0,1,1125,moderate,0,0
13630,100.0,2,1125,moderate,0,0
13631,20.0,1,365,strict_14_with_grace_period,0,0
13632,30.0,1,10,strict_14_with_grace_period,0,0
13633,50.0,2,1125,moderate,0,0
13634,92.0,1,1125,strict_14_with_grace_period,0,0
13635,400.0,1,10,strict_14_with_grace_period,0,0
13636,60.0,3,1000,moderate,0,0
13637,25.0,1,1125,moderate,0,0
13638,116.0,1,1125,flexible,0,0
13639,31.0,2,500,strict_14_with_grace_period,0,0
13640,39.0,1,1125,strict_14_with_grace_period,0,0
13641,39.0,1,1125,strict_14_with_grace_period,0,0
13642,13.0,2,1125,flexible,0,0
13643,50.0,1,1125,flexible,0,0
13644,55.0,2,1125,flexible,0,0
13645,20.0,1,1125,strict_14_with_grace_period,0,0
13646,63.0,1,1125,strict_14_with_grace_period,0,0
13647,190.0,4,1125,strict_14_with_grace_period,0,0
13648,88.0,3,20,moderate,0,0
13649,30.0,2,1125,flexible,0,0
13650,69.0,2,28,strict_14_with_grace_period,0,0
13651,79.0,1,1125,strict_14_with_grace_period,0,0
13652,55.0,2,1125,moderate,0,0
13653,125.0,1,1,moderate,0,0
13655,65.0,2,1125,flexible,0,0
13656,40.0,2,1125,moderate,0,0
13657,133.0,1,1125,flexible,0,0
13658,40.0,3,180,flexible,0,0
13659,95.0,3,1124,moderate,0,0
13660,230.0,6,1125,moderate,0,0
13661,15.0,3,21,moderate,0,0
13662,59.0,1,1125,strict_14_with_grace_period,0,0
13663,39.0,1,1125,strict_14_with_grace_period,0,0
13664,39.0,1,1125,strict_14_with_grace_period,0,0
13665,39.0,1,1125,strict_14_with_grace_period,0,0
13666,125.0,1,1125,flexible,0,0
13667,105.0,2,60,strict_14_with_grace_period,0,0
13668,67.0,2,30,strict_14_with_grace_period,0,0
13669,99.0,2,1125,moderate,0,0
13670,78.0,1,30,moderate,0,0
13671,50.0,1,1125,flexible,0,0
13672,38.0,1,1125,strict_14_with_grace_period,1,1
13673,380.0,2,1063,strict_14_with_grace_period,0,0
13674,60.0,2,1125,moderate,0,0
13675,80.0,1,1125,strict_14_with_grace_period,0,0
13676,30.0,2,30,moderate,0,0
13677,26.0,1,1123,moderate,0,0
13678,60.0,1,1125,strict_14_with_grace_period,0,0
13679,78.0,2,1125,moderate,0,0
13680,60.0,3,10,moderate,0,0
13681,89.0,1,30,moderate,0,0
13682,46.0,4,31,moderate,0,0
13683,20.0,1,1125,moderate,0,0
13684,20.0,1,1125,moderate,0,0
13685,40.0,2,1125,moderate,0,0
13686,80.0,3,1124,moderate,0,0
13687,50.0,2,1125,moderate,0,0
13688,90.0,2,1125,moderate,0,0
13689,45.0,1,28,moderate,0,0
13690,55.0,15,1125,strict_14_with_grace_period,0,0
13691,69.0,3,40,moderate,0,0
13692,70.0,3,1000,moderate,0,0
13693,1150.0,5,1125,strict_14_with_grace_period,0,0
13694,75.0,2,1125,flexible,0,0
13695,35.0,1,10,flexible,0,0
13696,69.0,2,1125,strict_14_with_grace_period,0,0
13697,24.0,1,15,flexible,0,0
13698,77.0,5,1125,flexible,0,0
13699,48.0,2,1125,strict_14_with_grace_period,0,0
13700,1505.0,1,1125,moderate,0,0
13701,20.0,1,1125,moderate,0,0
13702,72.0,4,1125,moderate,0,0
13703,61.0,3,1000,moderate,0,0
13704,50.0,2,1125,moderate,0,0
13705,23.0,2,1125,flexible,0,0
13706,40.0,1,1125,flexible,0,0
13707,52.0,1,1125,moderate,0,0
13708,36.0,1,1125,strict_14_with_grace_period,0,0
13709,100.0,2,1125,strict_14_with_grace_period,0,0
13710,39.0,2,1125,moderate,0,0
13711,90.0,2,31,moderate,0,0
13712,110.0,3,1125,moderate,0,0
13713,89.0,2,1125,strict_14_with_grace_period,0,0
13714,26.0,3,28,strict_14_with_grace_period,0,0
13715,28.0,3,28,strict_14_with_grace_period,0,0
13716,50.0,2,1125,moderate,0,0
13717,50.0,2,1125,flexible,0,0
13718,92.0,2,1125,moderate,0,0
13719,250.0,1,1125,flexible,0,0
13720,100.0,1,60,strict_14_with_grace_period,0,0
13721,150.0,1,60,strict_14_with_grace_period,0,0
13722,33.0,7,222,strict_14_with_grace_period,0,0
13723,20.0,1,1125,flexible,0,0
13724,69.0,1,1125,moderate,0,0
13725,20.0,1,1125,moderate,0,0
13726,50.0,1,1125,strict_14_with_grace_period,0,0
13727,85.0,2,1125,moderate,0,0
13728,38.0,3,10,strict_14_with_grace_period,0,0
13729,54.0,2,1125,strict_14_with_grace_period,0,0
13730,999.0,1,1125,flexible,0,0
13731,999.0,1,1125,flexible,0,0
13732,40.0,2,60,flexible,0,0
13733,400.0,2,1125,strict_14_with_grace_period,0,0
13734,9.0,1,1124,strict_14_with_grace_period,0,0
13735,60.0,2,1125,strict_14_with_grace_period,0,0
