id,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,days_since_last_review,days_since_first_review,number_of_reviews_en,number_of_reviews_es,number_of_reviews_otros
12425,13,11,88.0,9.0,10.0,9.0,9.0,10.0,8.0,0.93,60,416,10.0,2.0,1.0
12426,67,57,95.0,10.0,10.0,10.0,10.0,10.0,9.0,4.77,5,419,18.0,41.0,8.0
12427,51,48,93.0,9.0,9.0,10.0,10.0,10.0,9.0,3.66,7,416,24.0,17.0,10.0
12428,8,5,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0.59,193,402,0.0,6.0,2.0
12429,5,5,92.0,10.0,8.0,10.0,10.0,9.0,9.0,0.47,175,317,0.0,3.0,2.0
12430,39,36,85.0,9.0,9.0,9.0,9.0,9.0,9.0,2.93,8,397,12.0,16.0,11.0
12431,1,1,80.0,6.0,10.0,10.0,10.0,10.0,10.0,0.15,202,202,1.0,0.0,0.0
12432,2,2,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0.22,214,272,1.0,1.0,0.0
12433,46,46,81.0,9.0,9.0,9.0,9.0,10.0,8.0,4.19,19,327,11.0,26.0,9.0
12434,2,2,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0.29,171,207,1.0,1.0,0.0
12435,0,0,,,,,,,,,-1,-1,,,
12437,46,44,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3.4,54,404,14.0,24.0,8.0
12438,0,0,,,,,,,,,-1,-1,,,
12439,46,41,95.0,10.0,10.0,10.0,10.0,10.0,9.0,3.41,31,403,17.0,24.0,5.0
12440,25,22,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.82,40,410,8.0,13.0,4.0
12441,0,0,,,,,,,,,-1,-1,,,
12442,13,12,95.0,10.0,10.0,9.0,10.0,9.0,9.0,0.94,4,415,1.0,8.0,4.0
12443,35,32,95.0,10.0,10.0,9.0,10.0,9.0,9.0,2.59,8,404,14.0,20.0,1.0
12444,8,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.6,39,397,4.0,2.0,2.0
12445,26,26,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2.22,6,349,10.0,14.0,2.0
12446,5,5,72.0,8.0,7.0,10.0,10.0,8.0,6.0,0.58,68,257,0.0,4.0,1.0
12447,55,50,97.0,10.0,9.0,10.0,10.0,10.0,10.0,4.15,5,396,28.0,15.0,12.0
12448,19,15,88.0,10.0,8.0,9.0,9.0,10.0,9.0,1.4,71,405,11.0,6.0,2.0
12449,1,0,80.0,10.0,8.0,10.0,10.0,10.0,8.0,0.08,372,372,0.0,1.0,0.0
12450,3,3,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0.26,314,348,0.0,3.0,0.0
12451,2,1,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.16,362,378,0.0,2.0,0.0
12452,11,10,93.0,10.0,10.0,9.0,9.0,10.0,9.0,0.88,8,374,4.0,5.0,2.0
12453,31,28,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2.25,19,411,13.0,13.0,5.0
12454,7,4,83.0,9.0,9.0,10.0,10.0,10.0,8.0,0.5,33,417,3.0,4.0,0.0
12455,66,64,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.09,5,387,46.0,14.0,6.0
12456,57,51,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.14,26,411,36.0,11.0,10.0
12457,54,48,95.0,10.0,10.0,10.0,10.0,10.0,9.0,3.92,7,411,15.0,27.0,12.0
12458,0,0,,,,,,,,,-1,-1,,,
12459,0,0,,,,,,,,,-1,-1,,,
12460,6,5,90.0,10.0,9.0,10.0,10.0,10.0,9.0,0.45,36,398,1.0,5.0,0.0
12461,18,17,83.0,9.0,8.0,10.0,9.0,9.0,8.0,1.47,83,365,1.0,9.0,8.0
12462,49,45,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.58,11,409,19.0,24.0,6.0
12463,62,55,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.5,18,411,46.0,11.0,5.0
12464,13,12,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.98,30,396,6.0,7.0,0.0
12465,40,35,89.0,9.0,9.0,9.0,9.0,10.0,9.0,2.96,34,404,11.0,22.0,7.0
12466,3,2,80.0,8.0,10.0,10.0,10.0,8.0,8.0,0.23,233,398,1.0,1.0,1.0
12467,28,20,88.0,9.0,10.0,10.0,9.0,10.0,9.0,2.03,18,411,12.0,14.0,2.0
12468,13,11,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0.98,30,397,5.0,7.0,1.0
12469,8,8,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0.74,81,323,1.0,5.0,2.0
12470,49,49,80.0,9.0,9.0,9.0,9.0,9.0,8.0,4.31,14,340,6.0,34.0,9.0
12471,16,16,91.0,10.0,10.0,9.0,9.0,10.0,9.0,1.64,133,291,9.0,6.0,1.0
12472,25,24,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.85,44,404,7.0,17.0,1.0
12473,2,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.17,334,348,1.0,1.0,0.0
12474,4,4,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.35,167,341,0.0,4.0,0.0
12475,84,76,93.0,10.0,10.0,10.0,10.0,10.0,9.0,6.07,25,413,21.0,39.0,24.0
12476,4,2,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.3,116,397,0.0,3.0,1.0
12477,80,70,92.0,10.0,9.0,10.0,10.0,9.0,9.0,5.91,4,404,39.0,24.0,17.0
12478,42,32,98.0,10.0,10.0,10.0,10.0,9.0,10.0,3.06,46,410,11.0,28.0,3.0
12479,2,2,80.0,8.0,8.0,10.0,9.0,10.0,8.0,0.2,256,293,1.0,0.0,1.0
12480,2,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.15,397,411,0.0,2.0,0.0
12481,4,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.32,330,374,2.0,2.0,0.0
12482,17,16,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.28,33,396,8.0,8.0,1.0
12483,10,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.77,221,388,8.0,2.0,0.0
12484,70,65,93.0,10.0,10.0,10.0,10.0,9.0,9.0,5.19,9,403,31.0,22.0,17.0
12485,52,51,87.0,9.0,9.0,9.0,9.0,10.0,9.0,4.03,15,385,24.0,21.0,7.0
12486,63,55,86.0,9.0,9.0,9.0,9.0,10.0,8.0,4.66,4,404,23.0,34.0,6.0
12487,34,28,91.0,9.0,10.0,9.0,9.0,10.0,9.0,2.6,15,390,10.0,21.0,3.0
12488,37,35,89.0,9.0,9.0,9.0,9.0,10.0,9.0,2.99,4,369,12.0,20.0,5.0
12489,66,60,95.0,10.0,9.0,10.0,10.0,10.0,9.0,4.79,5,411,31.0,28.0,7.0
12490,9,8,89.0,10.0,8.0,9.0,10.0,9.0,9.0,0.69,26,389,0.0,6.0,3.0
12491,7,5,91.0,9.0,9.0,10.0,9.0,9.0,9.0,0.52,39,401,0.0,4.0,3.0
12492,73,66,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.5,6,396,34.0,28.0,11.0
12493,0,0,,,,,,,,,-1,-1,,,
12494,40,38,94.0,10.0,10.0,9.0,9.0,9.0,10.0,3.01,33,397,20.0,15.0,5.0
12495,0,0,,,,,,,,,-1,-1,,,
12496,1,1,80.0,10.0,10.0,10.0,10.0,6.0,8.0,0.13,222,222,0.0,1.0,0.0
12497,56,52,81.0,9.0,9.0,8.0,8.0,10.0,8.0,4.1,26,408,9.0,43.0,4.0
12498,22,22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.91,21,343,2.0,18.0,2.0
12499,34,30,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.55,26,399,10.0,19.0,5.0
12500,1,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.13,221,221,0.0,1.0,0.0
12501,1,0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,0.08,398,398,1.0,0.0,0.0
12502,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,368,368,1.0,0.0,0.0
12503,51,46,95.0,10.0,10.0,10.0,10.0,10.0,10.0,3.72,18,409,22.0,12.0,17.0
12504,1,1,80.0,10.0,10.0,2.0,8.0,10.0,10.0,0.33,89,89,0.0,0.0,1.0
12505,14,14,86.0,9.0,9.0,10.0,10.0,9.0,8.0,1.19,53,351,2.0,10.0,2.0
12506,3,3,60.0,7.0,8.0,3.0,6.0,7.0,7.0,0.29,68,310,1.0,1.0,1.0
12507,3,2,80.0,10.0,10.0,10.0,7.0,9.0,9.0,0.23,32,397,2.0,1.0,0.0
12508,0,0,,,,,,,,,-1,-1,,,
12509,16,16,93.0,10.0,10.0,9.0,10.0,10.0,9.0,1.53,32,312,10.0,5.0,1.0
12510,0,0,,,,,,,,,-1,-1,,,
12511,24,22,91.0,9.0,9.0,9.0,10.0,10.0,9.0,1.77,3,405,12.0,10.0,2.0
12512,7,7,100.0,10.0,9.0,9.0,9.0,10.0,9.0,0.6,28,350,4.0,3.0,0.0
12513,1,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,0.14,220,220,0.0,1.0,0.0
12514,2,1,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0.15,231,395,1.0,1.0,0.0
12515,19,18,91.0,9.0,9.0,9.0,9.0,10.0,9.0,1.43,18,396,10.0,6.0,3.0
12516,3,3,100.0,9.0,10.0,9.0,9.0,10.0,9.0,0.4,41,225,0.0,3.0,0.0
12517,6,5,83.0,10.0,10.0,8.0,9.0,10.0,9.0,0.45,68,397,3.0,2.0,1.0
12518,11,11,89.0,9.0,10.0,9.0,9.0,9.0,9.0,1.18,33,278,6.0,4.0,1.0
12519,3,3,100.0,9.0,10.0,10.0,10.0,10.0,10.0,0.29,55,313,2.0,1.0,0.0
12520,36,31,82.0,9.0,9.0,9.0,10.0,10.0,8.0,2.67,32,403,14.0,11.0,11.0
12521,5,5,96.0,10.0,10.0,9.0,10.0,10.0,10.0,0.47,27,318,3.0,2.0,0.0
12522,4,1,90.0,9.0,9.0,10.0,10.0,10.0,8.0,0.32,222,375,3.0,1.0,0.0
12523,1,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0.34,87,87,1.0,0.0,0.0
12524,0,0,,,,,,,,,-1,-1,,,
12525,15,14,88.0,9.0,9.0,9.0,9.0,10.0,9.0,1.13,33,397,9.0,5.0,1.0
12526,12,11,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.96,23,372,8.0,2.0,2.0
12527,2,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.69,66,85,1.0,1.0,0.0
12528,0,0,,,,,,,,,-1,-1,,,
12529,4,4,95.0,10.0,10.0,9.0,10.0,10.0,10.0,0.59,32,200,0.0,4.0,0.0
12530,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.19,67,313,1.0,1.0,0.0
12531,10,8,94.0,10.0,10.0,9.0,10.0,10.0,10.0,0.73,214,411,4.0,4.0,2.0
12532,0,0,,,,,,,,,-1,-1,,,
12533,0,0,,,,,,,,,-1,-1,,,
12534,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.14,220,220,1.0,0.0,0.0
12535,60,52,96.0,10.0,9.0,10.0,10.0,10.0,9.0,4.34,22,413,23.0,28.0,9.0
12536,6,6,93.0,9.0,9.0,9.0,9.0,9.0,9.0,0.57,40,313,3.0,3.0,0.0
12537,8,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.78,26,306,0.0,7.0,1.0
12538,6,5,90.0,10.0,10.0,9.0,9.0,9.0,9.0,0.48,7,374,5.0,1.0,0.0
12539,39,36,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.93,8,397,23.0,13.0,3.0
12540,1,1,80.0,10.0,8.0,6.0,10.0,8.0,10.0,0.2,147,147,0.0,0.0,1.0
12541,3,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.23,300,397,2.0,0.0,1.0
12542,10,8,93.0,9.0,8.0,9.0,9.0,10.0,9.0,0.78,317,383,2.0,5.0,3.0
12543,7,4,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0.53,25,397,3.0,3.0,1.0
12544,23,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.7,104,405,5.0,14.0,4.0
12545,23,23,86.0,9.0,9.0,8.0,9.0,8.0,8.0,1.92,17,358,15.0,4.0,4.0
12546,1,0,80.0,10.0,4.0,10.0,10.0,10.0,8.0,0.08,373,373,0.0,1.0,0.0
12547,14,12,91.0,9.0,9.0,9.0,10.0,10.0,9.0,1.08,31,388,9.0,5.0,0.0
12548,42,36,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.05,5,411,25.0,12.0,5.0
12549,46,38,92.0,10.0,9.0,10.0,10.0,10.0,9.0,3.41,15,403,17.0,22.0,7.0
12550,12,10,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.9,53,396,5.0,6.0,1.0
12551,43,39,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.23,2,397,10.0,26.0,7.0
12552,14,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.11,26,375,5.0,7.0,2.0
12553,8,8,93.0,10.0,10.0,10.0,9.0,10.0,9.0,0.76,92,313,5.0,1.0,2.0
12554,81,73,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.99,1,404,53.0,12.0,16.0
12555,7,6,87.0,9.0,9.0,10.0,9.0,9.0,9.0,0.53,80,397,1.0,5.0,1.0
12556,1,1,100.0,10.0,10.0,8.0,10.0,6.0,8.0,0.13,221,221,1.0,0.0,0.0
12557,39,34,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.95,88,396,27.0,6.0,6.0
12558,41,39,83.0,9.0,8.0,9.0,9.0,9.0,9.0,3.14,5,390,10.0,23.0,8.0
12559,4,2,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.29,193,408,1.0,3.0,0.0
12560,52,47,82.0,9.0,9.0,8.0,8.0,9.0,8.0,4.05,6,383,24.0,20.0,8.0
12561,22,19,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.65,14,397,7.0,7.0,8.0
12562,5,3,80.0,10.0,7.0,10.0,10.0,10.0,8.0,0.38,180,397,1.0,2.0,2.0
12563,26,26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.28,9,236,15.0,8.0,3.0
12564,87,81,98.0,10.0,10.0,10.0,10.0,9.0,10.0,6.44,4,403,51.0,27.0,9.0
12565,55,49,95.0,10.0,10.0,10.0,9.0,10.0,9.0,4.07,33,404,18.0,30.0,7.0
12566,6,5,83.0,10.0,9.0,9.0,9.0,9.0,9.0,0.45,8,397,2.0,1.0,3.0
12567,67,56,98.0,10.0,10.0,10.0,10.0,9.0,10.0,4.95,75,404,16.0,40.0,11.0
12568,44,44,97.0,10.0,10.0,9.0,9.0,10.0,10.0,3.77,25,348,39.0,4.0,1.0
12569,18,16,80.0,8.0,7.0,9.0,9.0,8.0,8.0,1.36,46,396,5.0,9.0,4.0
12570,18,15,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1.42,141,379,7.0,8.0,3.0
12571,11,11,85.0,8.0,8.0,9.0,8.0,10.0,9.0,3.27,27,99,2.0,6.0,3.0
12572,2,2,100.0,10.0,10.0,10.0,7.0,10.0,10.0,0.66,55,89,0.0,2.0,0.0
12573,42,35,88.0,9.0,9.0,9.0,9.0,10.0,9.0,3.06,27,410,15.0,13.0,14.0
12574,0,0,,,,,,,,,-1,-1,,,
12575,0,0,,,,,,,,,-1,-1,,,
12576,29,26,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.18,35,397,6.0,17.0,6.0
12577,6,5,73.0,7.0,8.0,8.0,7.0,9.0,7.0,0.45,33,396,2.0,3.0,1.0
12578,7,5,74.0,8.0,7.0,10.0,9.0,9.0,7.0,0.53,223,397,2.0,4.0,1.0
12579,30,27,95.0,10.0,10.0,10.0,10.0,9.0,9.0,2.3,71,389,5.0,16.0,9.0
12580,1,0,80.0,8.0,8.0,8.0,8.0,6.0,8.0,0.08,397,397,0.0,1.0,0.0
12581,1,1,100.0,6.0,10.0,10.0,10.0,8.0,8.0,0.15,198,198,1.0,0.0,0.0
12582,1,1,80.0,6.0,6.0,8.0,8.0,8.0,8.0,0.14,216,216,1.0,0.0,0.0
12583,0,0,,,,,,,,,-1,-1,,,
12584,46,46,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.77,2,364,22.0,22.0,2.0
12585,94,86,97.0,10.0,9.0,10.0,10.0,10.0,9.0,7.0,4,401,23.0,57.0,14.0
12586,41,38,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.08,2,397,28.0,9.0,4.0
12587,43,39,91.0,9.0,10.0,10.0,9.0,10.0,9.0,3.23,26,397,20.0,19.0,4.0
12588,65,60,92.0,10.0,9.0,10.0,10.0,9.0,9.0,4.9,11,396,38.0,10.0,17.0
12589,20,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.51,13,395,8.0,11.0,1.0
12590,74,73,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.95,8,371,68.0,3.0,3.0
12591,38,36,94.0,9.0,9.0,9.0,10.0,10.0,9.0,2.99,6,379,14.0,17.0,7.0
12592,1,0,100.0,10.0,10.0,8.0,10.0,10.0,10.0,0.08,396,396,0.0,1.0,0.0
12593,38,35,90.0,9.0,9.0,9.0,10.0,10.0,9.0,2.86,38,397,16.0,17.0,5.0
12594,7,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.56,212,372,1.0,6.0,0.0
12595,30,29,94.0,10.0,10.0,9.0,9.0,10.0,10.0,2.3,77,390,16.0,11.0,3.0
12596,10,8,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0.74,172,404,4.0,4.0,2.0
12597,50,44,90.0,9.0,9.0,9.0,9.0,9.0,9.0,3.78,5,395,20.0,25.0,5.0
12598,54,53,89.0,9.0,10.0,10.0,10.0,9.0,9.0,4.32,10,373,38.0,9.0,7.0
12599,9,6,84.0,9.0,10.0,9.0,8.0,10.0,8.0,0.68,26,396,5.0,3.0,1.0
12600,34,27,86.0,9.0,9.0,9.0,9.0,10.0,9.0,2.51,15,404,13.0,12.0,9.0
12601,0,0,,,,,,,,,-1,-1,,,
12602,9,9,91.0,10.0,10.0,9.0,9.0,9.0,9.0,0.81,7,333,5.0,3.0,1.0
12603,24,21,94.0,9.0,10.0,10.0,10.0,10.0,9.0,1.8,33,397,13.0,8.0,3.0
12604,30,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.24,9,400,9.0,14.0,7.0
12605,15,15,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1.43,33,313,5.0,6.0,4.0
12606,44,44,95.0,10.0,10.0,10.0,10.0,10.0,9.0,4.01,19,327,14.0,21.0,9.0
12607,1,0,100.0,10.0,8.0,10.0,10.0,10.0,8.0,0.08,397,397,0.0,0.0,1.0
12608,1,1,100.0,10.0,10.0,10.0,6.0,10.0,8.0,0.88,32,32,1.0,0.0,0.0
12609,38,38,93.0,10.0,9.0,9.0,10.0,10.0,9.0,3.29,26,344,13.0,21.0,4.0
12610,42,40,83.0,9.0,9.0,10.0,9.0,10.0,8.0,3.21,19,390,12.0,25.0,5.0
12611,11,10,92.0,9.0,9.0,9.0,10.0,9.0,9.0,0.88,136,371,5.0,3.0,3.0
12613,1,0,80.0,10.0,8.0,10.0,10.0,10.0,10.0,0.08,397,397,0.0,1.0,0.0
12614,10,9,86.0,9.0,8.0,10.0,10.0,9.0,8.0,0.79,33,376,1.0,6.0,3.0
12615,41,38,90.0,9.0,9.0,9.0,10.0,9.0,9.0,3.08,25,398,22.0,15.0,4.0
12616,2,1,90.0,10.0,10.0,10.0,10.0,10.0,9.0,0.15,101,396,0.0,1.0,1.0
12617,29,21,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2.13,9,406,11.0,15.0,3.0
12618,3,2,100.0,10.0,10.0,10.0,9.0,9.0,9.0,0.24,50,374,1.0,0.0,2.0
12619,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,399,399,1.0,0.0,0.0
12620,3,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.23,390,397,2.0,1.0,0.0
12621,4,4,60.0,8.0,7.0,8.0,9.0,8.0,7.0,0.53,78,223,1.0,2.0,1.0
12622,39,37,94.0,10.0,9.0,9.0,10.0,10.0,9.0,3.09,15,377,14.0,19.0,6.0
12623,41,35,91.0,9.0,9.0,10.0,10.0,10.0,9.0,3.08,4,398,13.0,14.0,14.0
12624,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.34,199,265,2.0,1.0,0.0
12625,23,22,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.73,15,397,5.0,16.0,2.0
12626,55,54,93.0,10.0,9.0,9.0,10.0,10.0,9.0,4.44,32,370,28.0,16.0,11.0
12627,22,18,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1.65,142,398,8.0,11.0,3.0
12628,78,72,83.0,9.0,8.0,9.0,9.0,9.0,8.0,5.86,11,397,24.0,38.0,16.0
12629,35,32,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2.59,18,404,14.0,17.0,4.0
12630,8,4,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.6,299,397,5.0,2.0,1.0
12631,53,50,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.04,8,392,39.0,12.0,2.0
12632,19,13,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1.4,26,404,8.0,11.0,0.0
12633,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,393,393,0.0,1.0,0.0
12634,21,19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.57,223,401,11.0,7.0,3.0
12636,22,17,92.0,9.0,9.0,10.0,10.0,9.0,9.0,1.67,203,395,11.0,10.0,1.0
12637,40,35,95.0,10.0,10.0,10.0,10.0,9.0,10.0,3.0,12,398,13.0,19.0,8.0
12638,41,40,86.0,9.0,9.0,9.0,9.0,9.0,8.0,3.23,25,379,15.0,20.0,6.0
12639,3,2,87.0,9.0,10.0,9.0,10.0,9.0,9.0,0.23,310,397,2.0,1.0,0.0
12640,3,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.34,221,264,3.0,0.0,0.0
12641,3,0,90.0,8.0,8.0,10.0,10.0,10.0,8.0,0.23,377,390,1.0,1.0,1.0
12642,9,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.05,109,256,6.0,2.0,1.0
12643,0,0,,,,,,,,,-1,-1,,,
12644,29,29,83.0,9.0,9.0,10.0,10.0,10.0,8.0,2.49,47,347,11.0,13.0,5.0
12645,3,1,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.23,222,397,1.0,2.0,0.0
12646,26,25,92.0,9.0,9.0,10.0,10.0,9.0,9.0,2.1,23,369,5.0,19.0,2.0
12647,28,26,86.0,9.0,10.0,9.0,10.0,10.0,9.0,2.24,34,373,9.0,12.0,7.0
12648,8,6,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0.64,8,375,0.0,5.0,3.0
12649,5,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.38,208,397,2.0,2.0,1.0
12650,16,16,93.0,9.0,9.0,9.0,10.0,10.0,9.0,1.74,11,274,12.0,4.0,0.0
12651,67,57,90.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,12,400,28.0,27.0,12.0
12652,6,4,63.0,9.0,7.0,9.0,9.0,10.0,6.0,0.44,14,404,1.0,4.0,1.0
12653,5,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.4,132,376,1.0,3.0,1.0
12654,33,29,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.53,5,389,22.0,9.0,2.0
12655,0,0,,,,,,,,,-1,-1,,,
12656,30,23,92.0,9.0,9.0,10.0,10.0,10.0,9.0,2.23,12,401,12.0,17.0,1.0
12657,5,5,80.0,8.0,9.0,7.0,8.0,9.0,8.0,0.5,15,301,3.0,2.0,0.0
12658,6,6,87.0,10.0,10.0,10.0,10.0,8.0,9.0,0.51,32,348,2.0,4.0,0.0
12659,27,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.2,6,251,13.0,9.0,5.0
12660,2,2,90.0,10.0,8.0,10.0,10.0,9.0,10.0,0.86,40,68,1.0,1.0,0.0
12661,34,33,94.0,9.0,9.0,10.0,10.0,10.0,9.0,2.64,8,384,18.0,13.0,3.0
12662,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.19,11,318,1.0,1.0,0.0
12663,32,29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.42,40,395,25.0,2.0,5.0
12664,0,0,,,,,,,,,-1,-1,,,
12665,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,374,374,0.0,1.0,0.0
12666,37,35,97.0,10.0,10.0,10.0,9.0,9.0,10.0,2.79,9,396,17.0,16.0,4.0
12667,3,3,87.0,10.0,10.0,9.0,9.0,9.0,9.0,0.32,222,280,0.0,3.0,0.0
12668,5,3,80.0,8.0,9.0,8.0,8.0,9.0,8.0,0.38,271,398,3.0,2.0,0.0
12669,1,1,100.0,8.0,8.0,8.0,8.0,10.0,8.0,0.65,44,44,0.0,1.0,0.0
12670,8,4,88.0,9.0,9.0,10.0,10.0,10.0,8.0,0.6,124,398,5.0,3.0,0.0
12671,1,1,60.0,6.0,6.0,6.0,6.0,10.0,6.0,0.27,108,108,0.0,0.0,1.0
12672,1,0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0.08,396,396,0.0,1.0,0.0
12673,6,1,77.0,9.0,9.0,10.0,9.0,10.0,7.0,0.45,279,399,1.0,2.0,3.0
12674,53,49,94.0,10.0,10.0,10.0,10.0,10.0,9.0,3.98,15,397,28.0,17.0,8.0
12675,3,3,93.0,9.0,9.0,10.0,10.0,10.0,7.0,0.34,217,266,2.0,0.0,1.0
12676,3,2,80.0,9.0,9.0,10.0,10.0,10.0,9.0,0.24,289,371,1.0,1.0,1.0
12677,0,0,,,,,,,,,-1,-1,,,
12678,0,0,,,,,,,,,-1,-1,,,
12679,4,4,70.0,7.0,10.0,10.0,10.0,10.0,7.0,0.35,40,344,0.0,3.0,1.0
12680,3,2,73.0,7.0,8.0,8.0,7.0,8.0,7.0,0.24,112,375,0.0,3.0,0.0
12681,1,0,60.0,8.0,10.0,10.0,10.0,10.0,8.0,0.08,384,384,0.0,1.0,0.0
12682,1,1,20.0,4.0,6.0,2.0,6.0,6.0,2.0,0.16,183,183,0.0,1.0,0.0
12683,6,5,70.0,8.0,8.0,9.0,8.0,8.0,7.0,0.45,100,399,1.0,3.0,2.0
12684,36,34,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2.76,8,390,12.0,14.0,10.0
12685,26,23,80.0,9.0,9.0,9.0,9.0,10.0,9.0,1.99,33,390,10.0,10.0,6.0
12686,0,0,,,,,,,,,-1,-1,,,
12687,38,34,86.0,9.0,9.0,10.0,10.0,10.0,9.0,2.85,15,398,14.0,23.0,1.0
12688,59,52,95.0,10.0,9.0,10.0,10.0,10.0,10.0,4.36,16,404,25.0,28.0,6.0
12689,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.38,77,77,1.0,0.0,0.0
12690,11,9,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0.84,11,390,4.0,6.0,1.0
12691,9,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.69,103,389,3.0,6.0,0.0
12692,5,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.38,332,394,2.0,3.0,0.0
